iteration,state,state_str,cost,is_valid,size,accepted,proposed_state,proposed_state_str,proposed_cost,best_state,best_state_str,best_cost,best_size,best_is_valid,method,seed,initialization,initial_state,initial_state_str,graph_name,run_id
50,"(1, 0, 0, 0, 1)",10001,-2,True,2,True,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22027,random,"(1, 1, 1, 1, 1)",11111,graph_5,1
0,"(0, 1, 0, 0, 1)",01001,-2,True,2,True,"(0, 1, 0, 0, 1)",01001,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
1,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 1, 0, 1, 1)",01011,2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
2,"(0, 1, 0, 0, 1)",01001,-2,True,2,True,"(0, 1, 0, 0, 1)",01001,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
3,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 1, 1, 1, 0)",01110,7,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
4,"(0, 0, 0, 0, 1)",00001,-1,True,1,True,"(0, 0, 0, 0, 1)",00001,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
5,"(0, 0, 0, 0, 1)",00001,-1,True,1,True,"(0, 0, 0, 0, 1)",00001,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
6,"(0, 0, 0, 0, 1)",00001,-1,True,1,False,"(0, 0, 0, 0, 0)",00000,0,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
7,"(0, 0, 0, 0, 1)",00001,-1,True,1,False,"(1, 1, 0, 0, 1)",11001,2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
8,"(0, 0, 0, 1, 0)",00010,-1,True,1,True,"(0, 0, 0, 1, 0)",00010,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
9,"(1, 0, 0, 1, 0)",10010,-2,True,2,True,"(1, 0, 0, 1, 0)",10010,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
10,"(1, 0, 0, 1, 0)",10010,-2,True,2,True,"(1, 0, 0, 1, 0)",10010,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
11,"(1, 0, 0, 1, 0)",10010,-2,True,2,True,"(1, 0, 0, 1, 0)",10010,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
12,"(1, 0, 0, 1, 0)",10010,-2,True,2,False,"(0, 0, 0, 1, 0)",00010,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
13,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
14,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
15,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 0, 0)",10000,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
16,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 0, 1, 1)",11011,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
17,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 1, 0)",10010,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
18,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 0, 0)",10000,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
19,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 0, 1, 1)",11011,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
20,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
21,"(1, 0, 0, 0, 1)",10001,-2,True,2,True,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
22,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(0, 1, 0, 1, 1)",01011,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
23,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 1, 1, 1, 0)",11110,16,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
24,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 0, 1, 0, 1)",10101,7,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
25,"(1, 0, 0, 0, 0)",10000,-1,True,1,True,"(1, 0, 0, 0, 0)",10000,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
26,"(1, 0, 0, 0, 0)",10000,-1,True,1,True,"(1, 0, 0, 0, 0)",10000,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
27,"(1, 0, 0, 0, 0)",10000,-1,True,1,True,"(1, 0, 0, 0, 0)",10000,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
28,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
29,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 0, 1, 0)",11010,7,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
30,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(0, 0, 0, 1, 0)",00010,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
31,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
32,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 1, 1, 0)",10110,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
33,"(0, 0, 0, 1, 1)",00011,-2,True,2,True,"(0, 0, 0, 1, 1)",00011,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
34,"(0, 0, 0, 1, 1)",00011,-2,True,2,False,"(0, 1, 0, 0, 0)",01000,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
35,"(0, 0, 0, 1, 1)",00011,-2,True,2,False,"(0, 0, 0, 0, 1)",00001,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
36,"(0, 0, 0, 1, 1)",00011,-2,True,2,False,"(0, 0, 0, 0, 1)",00001,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
37,"(0, 0, 0, 1, 1)",00011,-2,True,2,False,"(0, 0, 0, 0, 1)",00001,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
38,"(0, 0, 0, 1, 1)",00011,-2,True,2,True,"(0, 0, 0, 1, 1)",00011,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
39,"(0, 0, 0, 1, 1)",00011,-2,True,2,False,"(0, 0, 1, 1, 1)",00111,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
40,"(0, 0, 0, 1, 1)",00011,-2,True,2,False,"(0, 0, 0, 1, 0)",00010,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
41,"(0, 0, 0, 1, 1)",00011,-2,True,2,False,"(0, 1, 0, 1, 1)",01011,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
42,"(0, 0, 0, 1, 1)",00011,-2,True,2,True,"(0, 0, 0, 1, 1)",00011,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
43,"(0, 0, 0, 1, 1)",00011,-2,True,2,False,"(0, 0, 1, 0, 0)",00100,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
44,"(0, 0, 0, 1, 1)",00011,-2,True,2,True,"(0, 0, 0, 1, 1)",00011,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
45,"(0, 0, 0, 1, 1)",00011,-2,True,2,False,"(0, 0, 1, 1, 1)",00111,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
46,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
47,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
48,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(0, 1, 0, 1, 0)",01010,3,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
49,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 0, 1, 1)",11011,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
50,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 1, 1, 0)",11110,16,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22028,random,"(0, 1, 0, 0, 1)",01001,graph_5,2
0,"(1, 0, 1, 0, 1)",10101,7,False,3,True,"(1, 0, 1, 0, 1)",10101,7,"(1, 0, 1, 0, 1)",10101,7,3,False,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
1,"(1, 0, 1, 0, 1)",10101,7,False,3,True,"(1, 0, 1, 0, 1)",10101,7,"(1, 0, 1, 0, 1)",10101,7,3,False,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
2,"(1, 0, 1, 0, 1)",10101,7,False,3,True,"(1, 0, 1, 0, 1)",10101,7,"(1, 0, 1, 0, 1)",10101,7,3,False,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
3,"(1, 0, 1, 0, 1)",10101,7,False,3,False,"(1, 1, 1, 0, 1)",11101,16,"(1, 0, 1, 0, 1)",10101,7,3,False,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
4,"(1, 0, 0, 0, 0)",10000,-1,True,1,True,"(1, 0, 0, 0, 0)",10000,-1,"(1, 0, 0, 0, 0)",10000,-1,1,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
5,"(0, 1, 0, 0, 0)",01000,-1,True,1,True,"(0, 1, 0, 0, 0)",01000,-1,"(1, 0, 0, 0, 0)",10000,-1,1,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
6,"(0, 1, 0, 0, 1)",01001,-2,True,2,True,"(0, 1, 0, 0, 1)",01001,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
7,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 0, 0, 0, 1)",00001,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
8,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 1, 1, 0, 1)",01101,7,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
9,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 1, 0, 1, 1)",01011,2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
10,"(0, 1, 0, 0, 1)",01001,-2,True,2,True,"(0, 1, 0, 0, 1)",01001,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
11,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 0, 1, 0, 1)",00101,3,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
12,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(1, 1, 0, 1, 1)",11011,6,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
13,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(1, 0, 1, 1, 0)",10110,2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
14,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 1, 1, 0, 0)",01100,3,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
15,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(1, 1, 0, 0, 1)",11001,2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
16,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 1, 0, 0, 0)",01000,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
17,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(1, 1, 0, 0, 1)",11001,2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
18,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 1, 0, 0, 0)",01000,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
19,"(0, 1, 0, 0, 1)",01001,-2,True,2,True,"(0, 1, 0, 0, 1)",01001,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
20,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 1, 0, 1, 0)",01010,3,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
21,"(0, 1, 0, 0, 1)",01001,-2,True,2,True,"(0, 1, 0, 0, 1)",01001,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
22,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(1, 1, 0, 1, 1)",11011,6,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
23,"(0, 1, 0, 0, 0)",01000,-1,True,1,True,"(0, 1, 0, 0, 0)",01000,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
24,"(0, 1, 0, 0, 0)",01000,-1,True,1,False,"(0, 0, 0, 0, 0)",00000,0,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
25,"(0, 1, 0, 0, 1)",01001,-2,True,2,True,"(0, 1, 0, 0, 1)",01001,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
26,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 1, 1, 0, 1)",01101,7,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
27,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 0, 0, 1, 0)",00010,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
28,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 1, 0, 1, 1)",01011,2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
29,"(0, 1, 0, 0, 1)",01001,-2,True,2,False,"(0, 0, 0, 0, 1)",00001,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
30,"(0, 1, 0, 0, 1)",01001,-2,True,2,True,"(0, 1, 0, 0, 1)",01001,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
31,"(0, 0, 0, 1, 1)",00011,-2,True,2,True,"(0, 0, 0, 1, 1)",00011,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
32,"(0, 0, 0, 0, 1)",00001,-1,True,1,True,"(0, 0, 0, 0, 1)",00001,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
33,"(0, 0, 0, 0, 1)",00001,-1,True,1,True,"(0, 0, 0, 0, 1)",00001,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
34,"(0, 0, 0, 0, 1)",00001,-1,True,1,True,"(0, 0, 0, 0, 1)",00001,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
35,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
36,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(0, 1, 0, 0, 1)",01001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
37,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 1, 1, 1)",10111,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
38,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 1, 1, 0)",10110,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
39,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
40,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(0, 1, 1, 1, 1)",01111,11,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
41,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 1, 1, 1)",10111,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
42,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(0, 0, 1, 1, 0)",00110,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
43,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(0, 1, 0, 1, 1)",01011,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
44,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
45,"(0, 0, 0, 1, 1)",00011,-2,True,2,True,"(0, 0, 0, 1, 1)",00011,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
46,"(0, 0, 0, 1, 1)",00011,-2,True,2,True,"(0, 0, 0, 1, 1)",00011,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
47,"(0, 0, 1, 1, 1)",00111,2,False,3,True,"(0, 0, 1, 1, 1)",00111,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
48,"(0, 0, 1, 1, 1)",00111,2,False,3,False,"(0, 1, 1, 0, 1)",01101,7,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
49,"(0, 0, 1, 1, 1)",00111,2,False,3,False,"(0, 1, 1, 1, 0)",01110,7,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
50,"(0, 0, 1, 1, 1)",00111,2,False,3,False,"(0, 0, 1, 0, 1)",00101,3,"(1, 0, 0, 1, 1)",10011,-3,3,True,qemcmc,22029,random,"(1, 0, 1, 0, 1)",10101,graph_5,3
0,"(0, 1, 0, 1, 1)",01011,2,False,3,True,"(0, 1, 0, 1, 1)",01011,2,"(0, 1, 0, 1, 1)",01011,2,3,False,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
1,"(0, 1, 0, 1, 1)",01011,2,False,3,False,"(0, 1, 1, 1, 1)",01111,11,"(0, 1, 0, 1, 1)",01011,2,3,False,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
2,"(0, 1, 0, 1, 1)",01011,2,False,3,False,"(1, 1, 0, 1, 1)",11011,6,"(0, 1, 0, 1, 1)",01011,2,3,False,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
3,"(0, 1, 0, 1, 1)",01011,2,False,3,True,"(0, 1, 0, 1, 1)",01011,2,"(0, 1, 0, 1, 1)",01011,2,3,False,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
4,"(0, 1, 0, 1, 1)",01011,2,False,3,True,"(0, 1, 0, 1, 1)",01011,2,"(0, 1, 0, 1, 1)",01011,2,3,False,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
5,"(0, 1, 0, 1, 1)",01011,2,False,3,True,"(0, 1, 0, 1, 1)",01011,2,"(0, 1, 0, 1, 1)",01011,2,3,False,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
6,"(1, 0, 0, 0, 1)",10001,-2,True,2,True,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 0, 1)",10001,-2,2,True,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
7,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 0, 1, 0, 1)",10101,7,"(1, 0, 0, 0, 1)",10001,-2,2,True,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
8,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 1, 0, 0, 0)",11000,3,"(1, 0, 0, 0, 1)",10001,-2,2,True,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
9,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 1, 1, 0, 0)",11100,12,"(1, 0, 0, 0, 1)",10001,-2,2,True,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
10,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(0, 1, 1, 1, 1)",01111,11,"(1, 0, 0, 0, 1)",10001,-2,2,True,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
11,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(0, 0, 0, 0, 1)",00001,-1,"(1, 0, 0, 0, 1)",10001,-2,2,True,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
12,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 0, 0, 0, 0)",10000,-1,"(1, 0, 0, 0, 1)",10001,-2,2,True,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
13,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 0, 0, 0, 0)",10000,-1,"(1, 0, 0, 0, 1)",10001,-2,2,True,qemcmc,22030,random,"(0, 1, 0, 1, 1)",01011,graph_5,4
