iteration,state,state_str,cost,is_valid,size,accepted,proposed_state,proposed_state_str,proposed_cost,best_state,best_state_str,best_cost,best_size,best_is_valid,method,seed,initialization,initial_state,initial_state_str,graph_name,run_id
8,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
9,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 0, 0)",10010000,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
10,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(0, 0, 0, 1, 0, 0, 1, 0)",00010010,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
11,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(0, 0, 0, 1, 0, 0, 1, 0)",00010010,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 1, 1, 0, 0, 1, 0)",10110010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
13,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
14,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 0, 0)",10010000,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
15,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 1, 0, 1, 0, 0, 1, 0)",11010010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
16,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 0, 0)",10010000,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
17,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 1, 1)",10010011,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
18,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
19,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 1, 0, 1, 0, 0, 1, 0)",11010010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
20,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
21,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 1, 1)",10010011,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
22,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(0, 0, 0, 1, 0, 0, 1, 0)",00010010,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
23,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 0, 0)",10010000,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
24,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(0, 0, 0, 1, 0, 0, 1, 0)",00010010,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
25,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 1, 1, 0, 0, 1, 0)",10110010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
26,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 1, 0, 1, 0)",10011010,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
27,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 1, 1)",10010011,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
28,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 1, 1)",10010011,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
29,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 1, 0, 1, 0, 0, 1, 0)",11010010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
30,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 1, 0, 1, 0, 0, 1, 0)",11010010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
31,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
32,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(0, 0, 0, 1, 0, 0, 1, 0)",00010010,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
33,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 1, 1)",10010011,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
34,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 1, 1)",10010011,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
35,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 1, 0, 1, 0, 0, 1, 0)",11010010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
36,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 1, 1, 0, 0, 1, 0)",10110010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
37,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 1, 0, 1, 0)",10011010,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
38,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 1, 1)",10010011,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
39,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
40,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 1, 0, 1, 0, 0, 1, 0)",11010010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
41,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 1, 0, 1, 0, 0, 1, 0)",11010010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
42,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 1, 1, 0, 0, 1, 0)",10110010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
43,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 1, 1, 0, 0, 1, 0)",10110010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
44,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 0, 0)",10010000,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
45,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 1, 1, 0, 0, 1, 0)",10110010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
46,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 1, 0, 1, 0)",10011010,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
47,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 0, 0)",10010000,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
48,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 1, 0, 1, 0)",10011010,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
49,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 1, 1)",10010011,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
50,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 1, 1, 0, 0, 1, 0)",10110010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12026,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,0
0,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,True,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
1,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 1, 1)",10010011,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 1, 1, 0, 0, 1, 0)",10110010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
3,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
5,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 1, 0, 1, 0, 0, 1, 0)",11010010,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
6,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 0, 0)",10010000,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
7,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,True,3,False,"(1, 0, 0, 1, 0, 0, 1, 1)",10010011,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
8,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,True,2,True,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
9,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,True,2,False,"(1, 0, 0, 0, 0, 0, 1, 1)",10000011,5,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
10,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,True,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
11,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 1, 1, 1, 0)",10001110,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
12,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
13,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
14,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
15,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 1, 0, 0, 0, 1, 1, 0)",11000110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
16,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
17,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(0, 0, 0, 0, 0, 1, 1, 0)",00000110,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
18,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
19,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 1, 0, 0, 0, 1, 1, 0)",11000110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
20,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 1, 1, 1)",10000111,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
21,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 1, 1, 1)",10000111,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
22,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 1, 1, 1)",10000111,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
23,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(0, 0, 0, 0, 0, 1, 1, 0)",00000110,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
24,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
25,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
26,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
27,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 1, 0, 0, 1, 1, 0)",10100110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
28,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 1, 0, 0, 1, 1, 0)",10100110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
29,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 1, 1, 1, 0)",10001110,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
30,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
31,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 1, 0, 0)",10000100,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
32,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(0, 0, 0, 0, 0, 1, 1, 0)",00000110,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
33,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(0, 0, 0, 0, 0, 1, 1, 0)",00000110,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
34,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 1, 1, 1)",10000111,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
35,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 1, 1, 1, 0)",10001110,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
36,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 1, 0, 0, 0, 1, 1, 0)",11000110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
37,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 1, 0, 0, 1, 1, 0)",10100110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
38,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 1, 1, 1, 0)",10001110,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
39,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 1, 1, 1, 0)",10001110,12,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
40,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 1, 0, 0, 1, 1, 0)",10100110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
41,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 0, 0, 0, 1, 0)",10000010,-2,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
42,"(1, 0, 0, 0, 0, 1, 1, 0)",10000110,-3,True,3,False,"(1, 0, 0, 1, 0, 1, 1, 0)",10010110,4,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,-3,3,True,classical_warm,12027,greedy,"(1, 0, 0, 1, 0, 0, 1, 0)",10010010,graph_8,1
